,punctuality,lying,happiness,energy-levels,internet-usage,loneliness,assertiveness,workaholism,age,height,weight,siblings,gender,dominant-hand,locality
57,i am always on time,sometimes,3.0,2.0,few hours a day,2.0,3.0,2.0,21.0,157.0,45.0,1.0,female,right handed,city
153,i am often early,everytime it suits me,4.0,,few hours a day,4.0,2.0,2.0,21.0,170.0,52.0,0.0,female,right handed,city
916,i am often early,sometimes,3.0,1.0,few hours a day,4.0,5.0,1.0,21.0,175.0,55.0,1.0,male,right handed,city
94,i am often running late,sometimes,3.0,3.0,most of the day,2.0,4.0,1.0,21.0,179.0,68.0,1.0,male,right handed,city
95,i am often running late,only to avoid hurting someone,4.0,3.0,few hours a day,4.0,3.0,2.0,21.0,180.0,75.0,1.0,male,right handed,city
913,i am often running late,sometimes,5.0,3.0,few hours a day,4.0,3.0,3.0,21.0,164.0,52.0,1.0,female,right handed,city
146,i am always on time,sometimes,5.0,3.0,few hours a day,3.0,3.0,3.0,21.0,180.0,72.0,1.0,male,right handed,city
144,i am often early,sometimes,1.0,2.0,few hours a day,4.0,2.0,3.0,21.0,180.0,66.0,1.0,male,right handed,city
862,i am always on time,sometimes,5.0,5.0,few hours a day,2.0,5.0,3.0,21.0,187.0,80.0,2.0,male,right handed,city
863,i am often early,everytime it suits me,3.0,3.0,few hours a day,3.0,4.0,2.0,21.0,195.0,82.0,1.0,male,right handed,village
918,i am often early,sometimes,4.0,4.0,most of the day,4.0,5.0,4.0,21.0,159.0,52.0,1.0,female,right handed,village
100,i am always on time,only to avoid hurting someone,5.0,5.0,few hours a day,3.0,3.0,3.0,21.0,172.0,71.0,1.0,female,right handed,city
136,i am often early,never,4.0,4.0,few hours a day,4.0,3.0,3.0,21.0,185.0,90.0,1.0,male,right handed,village
871,i am often early,only to avoid hurting someone,5.0,5.0,most of the day,5.0,5.0,1.0,21.0,180.0,73.0,1.0,male,right handed,village
900,i am always on time,sometimes,4.0,3.0,few hours a day,3.0,4.0,5.0,21.0,176.0,80.0,1.0,male,right handed,city
104,i am always on time,everytime it suits me,5.0,5.0,few hours a day,1.0,2.0,4.0,21.0,180.0,70.0,1.0,male,right handed,village
110,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,4.0,2.0,21.0,185.0,70.0,1.0,male,right handed,city
873,i am often running late,sometimes,4.0,4.0,few hours a day,2.0,3.0,2.0,21.0,179.0,74.0,0.0,male,right handed,city
891,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,3.0,3.0,2.0,21.0,178.0,75.0,2.0,male,right handed,village
113,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,2.0,4.0,3.0,21.0,162.0,60.0,1.0,female,right handed,village
116,i am often early,only to avoid hurting someone,2.0,1.0,few hours a day,5.0,1.0,1.0,21.0,169.0,61.0,1.0,female,right handed,city
906,i am often running late,sometimes,4.0,3.0,less than an hour a day,3.0,2.0,3.0,21.0,164.0,52.0,2.0,female,right handed,city
162,i am often early,sometimes,3.0,3.0,few hours a day,3.0,4.0,5.0,21.0,190.0,89.0,0.0,male,left handed,city
919,i am always on time,only to avoid hurting someone,3.0,4.0,few hours a day,3.0,5.0,2.0,21.0,165.0,50.0,1.0,female,left handed,city
88,i am often early,never,2.0,1.0,few hours a day,5.0,3.0,5.0,21.0,164.0,75.0,0.0,female,right handed,city
211,i am often running late,never,4.0,4.0,few hours a day,3.0,5.0,3.0,21.0,176.0,55.0,1.0,female,right handed,village
792,i am always on time,sometimes,4.0,4.0,less than an hour a day,2.0,3.0,2.0,21.0,192.0,93.0,1.0,male,right handed,village
121,i am often running late,sometimes,4.0,4.0,few hours a day,2.0,3.0,5.0,21.0,180.0,85.0,2.0,male,right handed,city
804,i am often running late,sometimes,4.0,5.0,most of the day,2.0,4.0,5.0,21.0,173.0,62.0,1.0,female,right handed,village
200,i am often early,sometimes,2.0,1.0,most of the day,5.0,1.0,3.0,21.0,169.0,55.0,2.0,male,right handed,city
199,i am often early,only to avoid hurting someone,4.0,3.0,less than an hour a day,3.0,3.0,2.0,21.0,186.0,89.0,1.0,male,right handed,village
184,i am always on time,everytime it suits me,2.0,1.0,few hours a day,5.0,1.0,3.0,21.0,174.0,85.0,0.0,female,right handed,city
816,i am often early,only to avoid hurting someone,4.0,5.0,few hours a day,1.0,1.0,5.0,21.0,180.0,63.0,0.0,male,right handed,city
180,i am often running late,everytime it suits me,4.0,3.0,few hours a day,3.0,5.0,3.0,21.0,175.0,60.0,0.0,male,right handed,city
936,i am often early,never,4.0,3.0,few hours a day,4.0,2.0,4.0,21.0,171.0,66.0,0.0,female,right handed,city
823,i am always on time,only to avoid hurting someone,3.0,3.0,few hours a day,5.0,5.0,4.0,21.0,188.0,81.0,0.0,male,right handed,city
825,i am often early,sometimes,3.0,2.0,few hours a day,3.0,4.0,4.0,21.0,170.0,55.0,1.0,female,,city
173,i am often early,never,3.0,4.0,most of the day,4.0,4.0,5.0,21.0,187.0,75.0,1.0,male,right handed,city
73,i am always on time,everytime it suits me,5.0,3.0,few hours a day,3.0,3.0,1.0,21.0,177.0,80.0,1.0,male,right handed,city
830,i am often running late,sometimes,4.0,3.0,most of the day,3.0,4.0,4.0,21.0,168.0,70.0,1.0,female,right handed,city
834,i am often early,sometimes,4.0,5.0,less than an hour a day,2.0,4.0,4.0,21.0,179.0,76.0,1.0,male,right handed,city
167,i am always on time,sometimes,1.0,1.0,few hours a day,4.0,3.0,1.0,21.0,183.0,98.0,1.0,male,right handed,village
77,i am often running late,sometimes,4.0,5.0,few hours a day,1.0,3.0,4.0,21.0,175.0,60.0,1.0,female,right handed,city
79,i am often running late,sometimes,4.0,3.0,few hours a day,3.0,5.0,3.0,21.0,173.0,63.0,2.0,female,right handed,city
166,i am always on time,sometimes,4.0,3.0,few hours a day,3.0,4.0,5.0,21.0,161.0,65.0,1.0,female,right handed,city
838,i am often running late,sometimes,4.0,4.0,few hours a day,1.0,4.0,1.0,21.0,170.0,58.0,0.0,female,right handed,city
783,i am always on time,only to avoid hurting someone,3.0,4.0,few hours a day,3.0,3.0,1.0,21.0,182.0,70.0,1.0,male,right handed,village
701,i am often early,sometimes,4.0,5.0,few hours a day,3.0,4.0,3.0,21.0,175.0,70.0,1.0,female,right handed,city
1009,i am often running late,everytime it suits me,4.0,2.0,few hours a day,3.0,2.0,5.0,21.0,185.0,72.0,1.0,male,right handed,village
576,i am often running late,only to avoid hurting someone,4.0,5.0,few hours a day,2.0,4.0,4.0,21.0,178.0,78.0,3.0,male,right handed,city
504,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,1.0,3.0,4.0,21.0,168.0,50.0,1.0,female,right handed,village
624,i am always on time,everytime it suits me,4.0,3.0,few hours a day,2.0,4.0,5.0,21.0,173.0,62.0,1.0,female,right handed,city
640,i am often early,sometimes,4.0,5.0,few hours a day,3.0,3.0,5.0,21.0,173.0,53.0,3.0,female,right handed,city
540,i am often running late,sometimes,4.0,3.0,few hours a day,3.0,3.0,3.0,21.0,182.0,78.0,0.0,male,right handed,city
397,i am often early,sometimes,4.0,2.0,most of the day,3.0,4.0,2.0,21.0,175.0,75.0,1.0,female,right handed,village
501,i am often early,sometimes,3.0,3.0,few hours a day,4.0,2.0,2.0,21.0,179.0,60.0,1.0,female,right handed,city
588,i am always on time,only to avoid hurting someone,4.0,4.0,less than an hour a day,2.0,3.0,2.0,21.0,170.0,52.0,1.0,female,right handed,city
395,i am always on time,sometimes,3.0,5.0,few hours a day,3.0,5.0,3.0,21.0,172.0,68.0,1.0,male,right handed,city
633,i am often early,everytime it suits me,5.0,4.0,less than an hour a day,1.0,4.0,1.0,21.0,180.0,67.0,2.0,male,right handed,city
389,i am always on time,sometimes,5.0,4.0,few hours a day,3.0,4.0,3.0,21.0,168.0,60.0,0.0,female,right handed,city
544,i am always on time,sometimes,2.0,4.0,few hours a day,5.0,4.0,5.0,21.0,175.0,75.0,2.0,male,right handed,city
623,i am often running late,sometimes,4.0,3.0,few hours a day,4.0,3.0,2.0,21.0,175.0,70.0,3.0,male,right handed,city
454,i am often running late,everytime it suits me,5.0,4.0,few hours a day,2.0,5.0,1.0,21.0,156.0,48.0,0.0,female,right handed,city
669,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,4.0,2.0,21.0,180.0,77.0,1.0,male,right handed,village
480,i am often running late,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,3.0,3.0,21.0,161.0,55.0,2.0,female,right handed,city
585,i am often running late,only to avoid hurting someone,3.0,3.0,less than an hour a day,3.0,3.0,3.0,21.0,185.0,80.0,1.0,male,right handed,city
547,i am often early,sometimes,4.0,4.0,few hours a day,1.0,2.0,2.0,21.0,203.0,80.0,2.0,male,left handed,village
493,i am always on time,sometimes,4.0,4.0,most of the day,2.0,3.0,1.0,21.0,185.0,78.0,1.0,male,right handed,city
555,i am often early,sometimes,4.0,1.0,few hours a day,4.0,1.0,1.0,21.0,167.0,63.0,1.0,female,right handed,village
580,i am always on time,only to avoid hurting someone,3.0,4.0,few hours a day,1.0,5.0,2.0,21.0,171.0,65.0,0.0,male,left handed,city
382,i am often running late,sometimes,4.0,5.0,few hours a day,2.0,4.0,3.0,21.0,158.0,49.0,0.0,female,right handed,village
638,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,4.0,2.0,21.0,156.0,48.0,1.0,female,right handed,city
393,i am always on time,sometimes,3.0,5.0,few hours a day,3.0,3.0,2.0,21.0,176.0,75.0,1.0,male,right handed,city
662,i am often running late,sometimes,4.0,3.0,few hours a day,2.0,2.0,1.0,21.0,162.0,52.0,1.0,female,right handed,city
586,i am often running late,everytime it suits me,4.0,4.0,few hours a day,,3.0,3.0,21.0,189.0,85.0,2.0,male,right handed,village
534,i am often running late,sometimes,3.0,3.0,few hours a day,4.0,3.0,2.0,21.0,170.0,58.0,1.0,female,right handed,city
381,i am always on time,everytime it suits me,3.0,4.0,few hours a day,1.0,5.0,1.0,21.0,173.0,58.0,1.0,female,right handed,city
679,i am always on time,everytime it suits me,4.0,3.0,few hours a day,3.0,5.0,2.0,21.0,185.0,70.0,0.0,female,left handed,city
694,i am often running late,sometimes,4.0,4.0,few hours a day,5.0,3.0,3.0,21.0,187.0,73.0,4.0,male,right handed,city
413,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,3.0,2.0,21.0,177.0,68.0,2.0,male,right handed,village
652,i am often early,sometimes,4.0,3.0,few hours a day,5.0,4.0,4.0,21.0,193.0,75.0,0.0,male,right handed,city
406,i am often early,sometimes,3.0,3.0,less than an hour a day,1.0,3.0,5.0,21.0,168.0,60.0,1.0,female,left handed,village
412,i am often early,sometimes,4.0,5.0,less than an hour a day,5.0,5.0,1.0,21.0,168.0,54.0,1.0,female,right handed,city
429,i am often early,sometimes,2.0,3.0,most of the day,3.0,2.0,2.0,21.0,162.0,62.0,0.0,female,right handed,city
526,i am always on time,sometimes,5.0,5.0,few hours a day,2.0,4.0,3.0,21.0,183.0,72.0,1.0,male,right handed,village
647,i am often early,everytime it suits me,3.0,3.0,most of the day,3.0,3.0,3.0,21.0,167.0,67.0,0.0,female,right handed,village
425,i am often early,sometimes,1.0,1.0,less than an hour a day,5.0,2.0,3.0,21.0,161.0,57.0,3.0,female,right handed,village
507,i am often early,only to avoid hurting someone,4.0,5.0,few hours a day,4.0,3.0,3.0,21.0,168.0,53.0,1.0,female,right handed,village
692,i am always on time,sometimes,3.0,3.0,few hours a day,1.0,3.0,4.0,21.0,168.0,62.0,1.0,male,right handed,city
374,i am always on time,sometimes,4.0,4.0,few hours a day,4.0,5.0,4.0,21.0,176.0,62.0,1.0,female,right handed,city
408,i am often early,sometimes,4.0,4.0,few hours a day,2.0,4.0,5.0,21.0,164.0,58.0,1.0,female,right handed,city
593,i am often early,sometimes,4.0,4.0,less than an hour a day,2.0,5.0,3.0,21.0,172.0,52.0,1.0,female,right handed,city
604,i am always on time,only to avoid hurting someone,3.0,5.0,few hours a day,5.0,3.0,3.0,21.0,170.0,53.0,1.0,female,right handed,city
357,i am often early,sometimes,4.0,5.0,few hours a day,3.0,4.0,3.0,21.0,179.0,96.0,0.0,male,right handed,city
605,i am often early,only to avoid hurting someone,5.0,5.0,less than an hour a day,1.0,3.0,3.0,21.0,185.0,65.0,1.0,male,left handed,village
533,i am often running late,sometimes,3.0,5.0,few hours a day,4.0,3.0,4.0,21.0,184.0,82.0,3.0,male,right handed,city
575,i am always on time,only to avoid hurting someone,3.0,4.0,less than an hour a day,4.0,4.0,4.0,21.0,169.0,65.0,1.0,female,right handed,city
686,i am always on time,only to avoid hurting someone,,3.0,less than an hour a day,3.0,3.0,3.0,21.0,175.0,80.0,1.0,male,right handed,city
603,i am often early,sometimes,4.0,4.0,few hours a day,3.0,3.0,3.0,21.0,168.0,60.0,1.0,female,right handed,city
581,i am often early,sometimes,4.0,4.0,few hours a day,3.0,4.0,3.0,22.0,164.0,55.0,1.0,female,right handed,city
642,i am often early,everytime it suits me,2.0,2.0,most of the day,5.0,4.0,5.0,22.0,180.0,89.0,0.0,male,right handed,city
901,i am often early,sometimes,3.0,4.0,less than an hour a day,2.0,3.0,5.0,22.0,173.0,50.0,1.0,female,right handed,city
464,i am always on time,sometimes,4.0,3.0,few hours a day,2.0,5.0,1.0,22.0,172.0,50.0,1.0,female,right handed,city
456,i am always on time,sometimes,5.0,3.0,few hours a day,1.0,5.0,2.0,22.0,188.0,80.0,2.0,male,right handed,city
907,i am always on time,only to avoid hurting someone,4.0,4.0,most of the day,3.0,4.0,4.0,22.0,167.0,50.0,1.0,female,right handed,city
572,i am often early,sometimes,4.0,5.0,few hours a day,2.0,1.0,3.0,22.0,171.0,56.0,3.0,female,right handed,city
460,i am often running late,everytime it suits me,5.0,5.0,few hours a day,2.0,5.0,1.0,22.0,189.0,78.0,2.0,male,left handed,city
98,i am often running late,never,3.0,3.0,few hours a day,5.0,3.0,2.0,22.0,187.0,70.0,1.0,male,right handed,village
912,i am often early,only to avoid hurting someone,3.0,4.0,less than an hour a day,3.0,2.0,1.0,22.0,162.0,55.0,1.0,female,right handed,village
646,i am always on time,sometimes,4.0,3.0,few hours a day,1.0,3.0,1.0,22.0,189.0,,1.0,male,left handed,city
469,i am often early,never,4.0,4.0,most of the day,4.0,4.0,1.0,22.0,195.0,83.0,2.0,male,,city
514,i am always on time,sometimes,3.0,3.0,few hours a day,3.0,3.0,2.0,22.0,178.0,66.0,0.0,male,right handed,city
179,i am always on time,sometimes,3.0,5.0,few hours a day,2.0,5.0,3.0,22.0,182.0,75.0,1.0,male,right handed,city
103,i am often running late,sometimes,5.0,4.0,few hours a day,2.0,4.0,4.0,22.0,185.0,,0.0,male,right handed,city
602,i am often running late,everytime it suits me,5.0,5.0,few hours a day,2.0,3.0,4.0,22.0,182.0,71.0,1.0,male,right handed,village
849,i am often running late,only to avoid hurting someone,4.0,5.0,most of the day,5.0,5.0,1.0,22.0,174.0,61.0,2.0,female,left handed,village
614,i am often early,sometimes,4.0,5.0,few hours a day,3.0,4.0,5.0,22.0,164.0,64.0,1.0,female,right handed,village
426,i am always on time,sometimes,4.0,4.0,less than an hour a day,1.0,4.0,1.0,22.0,160.0,65.0,1.0,female,right handed,city
163,i am always on time,sometimes,2.0,2.0,most of the day,4.0,3.0,2.0,22.0,184.0,71.0,1.0,male,right handed,city
450,i am often early,sometimes,4.0,5.0,few hours a day,3.0,5.0,2.0,22.0,178.0,82.0,1.0,male,right handed,village
877,i am always on time,sometimes,4.0,5.0,few hours a day,3.0,2.0,4.0,22.0,189.0,89.0,2.0,male,right handed,city
626,i am often early,sometimes,3.0,3.0,less than an hour a day,3.0,3.0,3.0,22.0,162.0,60.0,0.0,female,right handed,village
172,i am often early,sometimes,3.0,2.0,most of the day,5.0,1.0,5.0,22.0,191.0,85.0,1.0,male,right handed,village
399,i am always on time,only to avoid hurting someone,5.0,4.0,less than an hour a day,1.0,4.0,5.0,22.0,160.0,65.0,1.0,female,right handed,city
176,i am always on time,only to avoid hurting someone,4.0,5.0,less than an hour a day,2.0,5.0,5.0,22.0,178.0,80.0,2.0,male,right handed,village
889,i am often running late,never,4.0,2.0,few hours a day,4.0,5.0,2.0,22.0,170.0,,1.0,female,right handed,city
111,i am often running late,everytime it suits me,2.0,2.0,most of the day,5.0,2.0,2.0,22.0,166.0,56.0,1.0,female,right handed,village
583,i am often running late,sometimes,2.0,4.0,most of the day,3.0,4.0,3.0,22.0,190.0,80.0,1.0,male,right handed,city
582,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,4.0,3.0,22.0,172.0,70.0,3.0,male,right handed,city
896,i am often early,sometimes,4.0,3.0,few hours a day,2.0,3.0,3.0,22.0,174.0,83.0,1.0,male,right handed,village
187,i am often early,sometimes,1.0,1.0,few hours a day,5.0,5.0,3.0,22.0,183.0,80.0,1.0,female,right handed,city
197,i am always on time,sometimes,3.0,4.0,few hours a day,3.0,3.0,3.0,22.0,160.0,47.0,0.0,female,right handed,city
89,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,3.0,5.0,3.0,22.0,156.0,50.0,2.0,female,right handed,village
653,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,5.0,3.0,22.0,165.0,52.0,0.0,female,left handed,village
743,i am often running late,sometimes,3.0,3.0,few hours a day,3.0,4.0,3.0,22.0,186.0,65.0,0.0,male,right handed,city
283,i am often early,never,4.0,5.0,few hours a day,1.0,3.0,4.0,22.0,187.0,91.0,1.0,male,right handed,city
499,i am always on time,sometimes,5.0,2.0,most of the day,2.0,4.0,5.0,22.0,,76.0,3.0,male,right handed,city
744,i am often early,only to avoid hurting someone,2.0,3.0,less than an hour a day,4.0,2.0,5.0,22.0,170.0,60.0,2.0,male,right handed,city
671,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,5.0,5.0,22.0,165.0,57.0,2.0,female,right handed,city
970,i am often early,everytime it suits me,3.0,1.0,few hours a day,5.0,4.0,3.0,22.0,187.0,82.0,1.0,male,right handed,city
673,i am often running late,sometimes,3.0,2.0,less than an hour a day,4.0,4.0,3.0,22.0,170.0,52.0,2.0,female,right handed,city
288,i am always on time,sometimes,5.0,4.0,few hours a day,3.0,5.0,,22.0,192.0,80.0,2.0,male,left handed,city
502,i am always on time,only to avoid hurting someone,4.0,4.0,most of the day,2.0,5.0,5.0,22.0,193.0,86.0,6.0,male,right handed,village
31,i am always on time,sometimes,4.0,4.0,less than an hour a day,2.0,4.0,3.0,22.0,177.0,80.0,1.0,female,right handed,city
299,i am often early,sometimes,4.0,4.0,few hours a day,2.0,4.0,2.0,22.0,173.0,52.0,1.0,female,right handed,city
983,,only to avoid hurting someone,3.0,4.0,few hours a day,2.0,5.0,1.0,22.0,172.0,60.0,2.0,female,right handed,village
958,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,4.0,3.0,22.0,169.0,59.0,2.0,female,right handed,city
26,i am often early,sometimes,4.0,3.0,few hours a day,4.0,4.0,4.0,22.0,165.0,63.0,1.0,female,left handed,city
22,i am often early,sometimes,3.0,4.0,few hours a day,3.0,3.0,2.0,22.0,167.0,70.0,1.0,female,right handed,city
14,i am often early,only to avoid hurting someone,5.0,4.0,most of the day,2.0,1.0,2.0,22.0,175.0,57.0,1.0,female,right handed,city
510,i am always on time,sometimes,5.0,5.0,less than an hour a day,2.0,3.0,5.0,22.0,176.0,70.0,1.0,male,right handed,village
330,i am always on time,only to avoid hurting someone,3.0,1.0,few hours a day,2.0,3.0,3.0,22.0,171.0,52.0,0.0,female,right handed,city
332,i am often early,sometimes,3.0,3.0,few hours a day,5.0,1.0,2.0,22.0,165.0,60.0,2.0,female,right handed,village
711,i am often early,only to avoid hurting someone,4.0,3.0,few hours a day,4.0,2.0,3.0,22.0,170.0,55.0,1.0,female,right handed,village
1002,i am often running late,everytime it suits me,4.0,2.0,few hours a day,3.0,3.0,1.0,22.0,181.0,72.0,1.0,male,right handed,city
512,i am always on time,never,5.0,5.0,few hours a day,1.0,5.0,5.0,22.0,168.0,58.0,1.0,female,right handed,village
1004,i am often running late,sometimes,3.0,3.0,few hours a day,3.0,3.0,1.0,22.0,175.0,60.0,1.0,male,right handed,city
3,i am often early,only to avoid hurting someone,2.0,2.0,most of the day,5.0,5.0,5.0,22.0,172.0,59.0,1.0,female,right handed,city
705,i am often running late,only to avoid hurting someone,4.0,4.0,few hours a day,1.0,4.0,4.0,22.0,172.0,60.0,1.0,female,right handed,village
531,i am often early,only to avoid hurting someone,5.0,3.0,few hours a day,4.0,5.0,5.0,22.0,189.0,68.0,1.0,male,right handed,village
750,i am always on time,everytime it suits me,4.0,4.0,less than an hour a day,2.0,3.0,4.0,22.0,175.0,86.0,6.0,female,left handed,city
150,i am always on time,sometimes,4.0,4.0,few hours a day,2.0,4.0,2.0,22.0,177.0,61.0,1.0,female,right handed,city
482,i am often early,sometimes,4.0,3.0,few hours a day,1.0,2.0,2.0,22.0,189.0,82.0,2.0,male,right handed,city
481,i am often early,sometimes,5.0,4.0,few hours a day,3.0,5.0,4.0,22.0,190.0,65.0,1.0,male,right handed,city
488,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,3.0,4.0,5.0,22.0,177.0,75.0,1.0,male,right handed,city
767,i am often running late,everytime it suits me,4.0,4.0,few hours a day,1.0,3.0,1.0,22.0,179.0,78.0,2.0,male,left handed,city
658,i am always on time,only to avoid hurting someone,5.0,3.0,few hours a day,1.0,2.0,4.0,22.0,176.0,74.0,3.0,male,right handed,city
74,i am always on time,sometimes,3.0,2.0,few hours a day,3.0,4.0,4.0,22.0,190.0,80.0,1.0,male,right handed,city
63,i am always on time,sometimes,4.0,4.0,few hours a day,2.0,4.0,3.0,22.0,180.0,78.0,2.0,male,right handed,city
516,i am always on time,sometimes,3.0,4.0,few hours a day,3.0,1.0,4.0,22.0,173.0,80.0,2.0,male,right handed,city
383,i am always on time,only to avoid hurting someone,5.0,4.0,most of the day,2.0,3.0,4.0,22.0,185.0,90.0,1.0,male,right handed,city
943,i am often early,only to avoid hurting someone,4.0,4.0,less than an hour a day,2.0,5.0,3.0,22.0,182.0,83.0,2.0,female,right handed,city
81,i am often early,sometimes,4.0,5.0,few hours a day,3.0,4.0,4.0,22.0,177.0,80.0,1.0,male,right handed,city
83,i am always on time,sometimes,3.0,4.0,few hours a day,2.0,5.0,3.0,22.0,163.0,53.0,2.0,female,right handed,city
945,i am often early,everytime it suits me,5.0,3.0,few hours a day,1.0,,3.0,22.0,180.0,70.0,1.0,male,right handed,city
606,i am always on time,only to avoid hurting someone,3.0,,few hours a day,4.0,2.0,2.0,22.0,185.0,82.0,1.0,male,right handed,village
946,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,4.0,4.0,1.0,22.0,193.0,100.0,0.0,male,right handed,city
85,i am often running late,sometimes,3.0,3.0,most of the day,3.0,3.0,4.0,22.0,159.0,53.0,2.0,male,right handed,city
651,i am always on time,everytime it suits me,4.0,4.0,few hours a day,2.0,2.0,4.0,22.0,171.0,81.0,1.0,male,right handed,city
59,i am often early,everytime it suits me,3.0,3.0,few hours a day,3.0,5.0,4.0,22.0,178.0,74.0,1.0,male,right handed,city
926,i am always on time,only to avoid hurting someone,4.0,4.0,few hours a day,2.0,5.0,3.0,22.0,183.0,70.0,1.0,male,right handed,city
247,i am often running late,everytime it suits me,3.0,3.0,few hours a day,3.0,4.0,5.0,22.0,165.0,68.0,2.0,female,right handed,city
568,i am often running late,sometimes,4.0,3.0,most of the day,4.0,3.0,1.0,23.0,172.0,64.0,1.0,female,right handed,city
911,i am often early,only to avoid hurting someone,4.0,4.0,few hours a day,4.0,4.0,5.0,23.0,174.0,69.0,1.0,female,right handed,village
866,i am often early,sometimes,3.0,3.0,most of the day,3.0,2.0,5.0,23.0,185.0,90.0,1.0,male,right handed,city
520,i am always on time,sometimes,4.0,4.0,less than an hour a day,3.0,3.0,3.0,23.0,174.0,62.0,1.0,female,right handed,city
527,i am always on time,sometimes,5.0,5.0,few hours a day,1.0,5.0,3.0,23.0,172.0,69.0,1.0,female,left handed,city
594,i am often running late,sometimes,3.0,3.0,few hours a day,5.0,4.0,5.0,23.0,189.0,87.0,1.0,male,right handed,city
55,i am often early,sometimes,4.0,2.0,few hours a day,3.0,4.0,3.0,23.0,165.0,45.0,1.0,female,right handed,village
879,i am always on time,never,4.0,5.0,less than an hour a day,2.0,4.0,4.0,23.0,185.0,87.0,0.0,male,right handed,city
975,i am often running late,everytime it suits me,5.0,4.0,most of the day,1.0,4.0,4.0,23.0,175.0,85.0,1.0,female,right handed,village
122,i am always on time,sometimes,4.0,4.0,few hours a day,2.0,4.0,5.0,23.0,156.0,56.0,0.0,female,right handed,city
120,i am always on time,everytime it suits me,4.0,2.0,most of the day,2.0,5.0,5.0,23.0,188.0,90.0,0.0,male,right handed,city
38,i am often running late,only to avoid hurting someone,3.0,1.0,few hours a day,4.0,1.0,3.0,23.0,168.0,60.0,1.0,female,right handed,village
118,i am often early,sometimes,5.0,3.0,few hours a day,3.0,3.0,5.0,23.0,175.0,60.0,1.0,male,right handed,city
885,i am often running late,sometimes,4.0,4.0,few hours a day,2.0,5.0,1.0,23.0,,165.0,0.0,female,right handed,city
62,i am always on time,only to avoid hurting someone,3.0,5.0,few hours a day,1.0,4.0,5.0,23.0,189.0,81.0,2.0,male,right handed,city
963,i am often running late,,2.0,3.0,most of the day,1.0,5.0,1.0,23.0,185.0,92.0,0.0,male,left handed,city
570,i am often early,sometimes,4.0,4.0,few hours a day,3.0,4.0,3.0,23.0,189.0,88.0,4.0,male,left handed,village
897,i am often running late,only to avoid hurting someone,4.0,2.0,few hours a day,2.0,2.0,4.0,23.0,183.0,85.0,2.0,male,left handed,city
61,i am always on time,only to avoid hurting someone,3.0,3.0,few hours a day,4.0,4.0,3.0,23.0,165.0,56.0,1.0,male,left handed,city
60,i am always on time,sometimes,4.0,3.0,most of the day,4.0,2.0,5.0,23.0,175.0,72.0,1.0,male,right handed,city
905,i am often early,sometimes,3.0,4.0,few hours a day,1.0,5.0,1.0,23.0,170.0,63.0,1.0,male,right handed,city
923,i am often running late,sometimes,4.0,3.0,few hours a day,4.0,3.0,5.0,23.0,163.0,59.0,3.0,female,right handed,city
612,i am always on time,only to avoid hurting someone,4.0,5.0,most of the day,1.0,4.0,3.0,23.0,172.0,110.0,2.0,male,right handed,village
618,i am often early,everytime it suits me,4.0,4.0,most of the day,5.0,5.0,4.0,23.0,173.0,65.0,0.0,female,right handed,city
817,i am often early,sometimes,1.0,2.0,most of the day,5.0,3.0,1.0,23.0,170.0,70.0,0.0,male,right handed,city
645,i am always on time,sometimes,4.0,4.0,few hours a day,3.0,4.0,4.0,23.0,179.0,77.0,1.0,male,right handed,village
181,i am always on time,sometimes,4.0,5.0,few hours a day,2.0,3.0,2.0,23.0,180.0,80.0,0.0,male,right handed,city
739,i am always on time,sometimes,5.0,5.0,few hours a day,1.0,5.0,2.0,23.0,165.0,60.0,0.0,male,right handed,city
738,i am always on time,sometimes,5.0,5.0,few hours a day,2.0,4.0,,23.0,187.0,85.0,2.0,male,right handed,city
270,i am often running late,only to avoid hurting someone,4.0,3.0,few hours a day,3.0,4.0,4.0,23.0,165.0,70.0,1.0,female,right handed,city
210,i am always on time,only to avoid hurting someone,3.0,5.0,few hours a day,3.0,4.0,,23.0,184.0,82.0,2.0,male,right handed,village
761,i am often running late,sometimes,5.0,5.0,few hours a day,1.0,5.0,1.0,23.0,192.0,86.0,1.0,male,right handed,city
678,i am often early,only to avoid hurting someone,3.0,3.0,few hours a day,4.0,4.0,5.0,23.0,162.0,65.0,1.0,female,right handed,city
403,i am often early,sometimes,4.0,4.0,less than an hour a day,4.0,1.0,3.0,23.0,175.0,79.0,2.0,male,right handed,village
